iteration,epoch,main/loss,main/accuracy,elapsed_time,lr
1,0,7.636899948120117,0.0,32.024702158989385,0.00125
2,0,7.398698329925537,0.0,32.570004750974476,0.00125
3,0,7.242084503173828,0.0,33.122760734986514,0.00125
4,0,7.27058219909668,0.0,33.592899419832975,0.00125
5,0,7.583733558654785,0.0,34.73013607994653,0.00125
6,0,7.101801872253418,0.0,35.25141961290501,0.00125
7,0,6.992534637451172,0.0,35.71992734097876,0.00125
8,0,7.283270835876465,0.0,36.212328808847815,0.00125
9,0,7.1671342849731445,0.0,36.68280071183108,0.00125
10,0,7.263409614562988,0.0,37.15584930381738,0.00125
11,0,7.112010955810547,0.0,37.69275716179982,0.00125
12,0,7.1458539962768555,0.0,38.163740494986996,0.00125
13,0,6.980593681335449,0.0,38.6509651618544,0.00125
14,0,6.996767997741699,0.0,39.135546817909926,0.00125
15,0,6.959656238555908,0.015625,39.62914065201767,0.00125
16,0,6.976849555969238,0.0,40.13152427598834,0.00125
17,0,7.220267295837402,0.0,40.609899488976225,0.00125
18,0,7.112059593200684,0.0,41.077715668827295,0.00125
19,0,7.118093967437744,0.0,41.55095826089382,0.00125
20,0,6.928460121154785,0.0,42.029645029921085,0.00125
21,0,7.115787506103516,0.0,42.51392972492613,0.00125
22,0,6.988007545471191,0.0,43.010661298874766,0.00125
23,0,7.012229919433594,0.0,43.49115549493581,0.00125
24,0,6.873691558837891,0.0,43.965802266960964,0.00125
25,0,6.9530534744262695,0.015625,44.43820015597157,0.00125
26,0,6.919680595397949,0.0,44.903945424826816,0.00125
27,0,6.815988063812256,0.0,45.368924031965435,0.00125
28,0,6.963194847106934,0.0,46.45717864180915,0.00125
29,0,6.9938249588012695,0.0,46.92182597098872,0.00125
30,0,7.027958869934082,0.0,47.40205915784463,0.00125
31,0,6.914945125579834,0.0,47.98089358699508,0.00125
32,0,6.930727958679199,0.0,48.449478153837845,0.00125
33,0,6.9659271240234375,0.0,48.971124208997935,0.00125
34,0,6.840195655822754,0.015625,49.437537158839405,0.00125
35,0,6.993979454040527,0.0,49.9112051948905,0.00125
36,0,6.9422287940979,0.0,50.380120954010636,0.00125
37,0,7.252738952636719,0.0,50.86050337390043,0.00125
38,0,6.867855072021484,0.015625,51.33689982583746,0.00125
39,0,6.905092239379883,0.0,51.80720076686703,0.00125
40,0,7.019049644470215,0.0,52.26962079596706,0.00125
41,0,6.990812301635742,0.0,52.7451189418789,0.00125
42,0,6.9377217292785645,0.0,53.21311846701428,0.00125
43,0,6.862479209899902,0.0,53.696217889897525,0.00125
44,0,7.143389701843262,0.0,54.162667157826945,0.00125
45,0,6.883683681488037,0.0,54.63024929491803,0.00125
46,0,6.965507984161377,0.0,55.10751088894904,0.00125
47,0,7.1878814697265625,0.0,55.56583144981414,0.00125
48,0,7.082026481628418,0.0,56.035890652798116,0.00125
49,0,7.010948657989502,0.0,56.50119237694889,0.00125
50,0,6.888526916503906,0.0,57.02795638889074,0.00125
51,0,6.973428726196289,0.0,57.49414989585057,0.00125
52,0,6.987269401550293,0.0,57.956054867012426,0.00125
53,0,6.903900146484375,0.0,58.42886281199753,0.00125
54,0,6.800895690917969,0.0,58.90767101594247,0.00125
55,0,7.024768829345703,0.0,59.39780472498387,0.00125
56,0,7.144533157348633,0.0,59.85648563480936,0.00125
57,0,6.875669002532959,0.0,60.34960366995074,0.00125
58,0,7.126837730407715,0.0,61.66827728995122,0.00125
59,0,6.978386878967285,0.0,62.15066059678793,0.00125
60,0,6.936824321746826,0.0,62.61216194694862,0.00125
61,0,6.889255523681641,0.0,63.065763438818976,0.00125
62,0,7.021556854248047,0.0,63.798775014001876,0.00125
63,0,6.840304851531982,0.0,64.28556820889935,0.00125
64,0,7.0599365234375,0.0,64.756349257892,0.00125
65,0,6.96922492980957,0.0,65.23707753489725,0.00125
66,0,6.94427490234375,0.0,65.76246858085506,0.00125
67,0,6.944615840911865,0.0,66.22176017495804,0.00125
68,0,6.872629642486572,0.0,66.67656257678755,0.00125
69,0,7.062689304351807,0.0,67.15538764395751,0.00125
70,0,6.951504707336426,0.0,67.620328750927,0.00125
71,0,7.039815902709961,0.0,68.08434700686485,0.00125
72,0,6.845186233520508,0.0,68.70061516296118,0.00125
73,0,7.150483131408691,0.0,69.14772663381882,0.00125
74,0,6.942410469055176,0.0,69.59812660096213,0.00125
75,0,6.970585823059082,0.0,70.08938523987308,0.00125
76,0,6.872706413269043,0.0,70.59275062591769,0.00125
77,0,6.8989152908325195,0.0,71.04440461285412,0.00125
78,0,6.885187149047852,0.0,71.53918663901277,0.00125
79,0,6.901149272918701,0.0,72.03355751000345,0.00125
80,0,7.097116947174072,0.0,72.52386608696543,0.00125
81,0,6.94978141784668,0.0,73.01692473585717,0.00125
82,0,6.876296043395996,0.015625,73.4608885559719,0.00125
83,0,6.903317451477051,0.0,73.98954977979884,0.00125
84,0,7.004783630371094,0.0,74.76463548187166,0.00125
85,0,7.079212188720703,0.0,75.22906379099004,0.00125
